name,cagr,total_return,mean_annual_return,annualised_return_log,annual_vol,sharpe,sortino,skew,max_drawdown,avg_drawdown,avg_dd_duration,profit_factor,expectancy,win_rate,std_daily,ret_5pct,ret_95pct,avg_win,avg_loss,max_loss_pct,avg_30d_ret,avg_30d_ret_plus_2std,avg_30d_ret_minus_2std,avg_30d_ret_ci_low,avg_30d_ret_ci_high,avg_cost_pct,cost_sharp
SP500 (ewmac),-0.07597369116687758,0.24630236586914056,0.00977713042829329,-0.07568391679571203,0.4259381151166282,0.03675968903793133,0.034834086985368766,-1.8183740311652659,0.7432522542485699,0.17647677577314405,30.941747572815533,0.957985033322451,-19.837904229205627,0.2826086956521739,0.02683157920243332,-0.0364741971813749,0.03954352919698623,0.01815080602887102,-0.0195125637484371,-0.3780353350072835,0.0013952341733046735,0.2322179141186376,-0.22942744577202825,-0.01966338333677633,0.02245385168338568,0.002694497583150049,0.04727778930823293
SP500 (trend_breakout),0.006581831438129848,0.4182637077832032,0.07495196876228956,0.006555627635063722,0.3605876833974339,0.20422552194001034,0.19401718451839564,-1.6687925878083294,0.6733005460674866,0.1786247152195377,21.345864661654137,1.5107733380929214,259.24327716655114,0.3870967741935484,0.02271488895482153,-0.03388816471447756,0.033478080442363445,0.016927555336910854,-0.018206457554819092,-0.30195751035604557,0.008680571836347137,0.22069432194681246,-0.2033331782741182,-0.010648234865281958,0.028009378537976234,0.0027533455394651023,0.027370161073198146
DAX (ewmac),0.0038074488829891173,0.20621927000076146,0.027784046019636778,0.0038225866480606227,0.35703639793974834,0.1894663737858584,0.21576054536257327,0.030278575771491234,0.5154487207006733,0.16581777423422855,28.728070175438596,1.1540197607896705,59.2168353141086,0.3728813559322034,0.022491178998734953,-0.03490692482026931,0.03394558833521732,0.01810479448824066,-0.01781682472395842,-0.1627996446197112,0.0067806525456223085,0.2162455664183975,-0.20268426132715292,-0.012249387903548039,0.025810692994792658,0.0005986551852848482,0.033748060359612614
DAX (trend_breakout),-0.018400032475593853,-0.36495554045513134,0.014086999151621512,-0.018472369905159585,0.31811558224552317,0.1019519529851559,0.11076884490311256,-0.4840285003490555,0.5834426025090222,0.17279757588875494,24.265625,1.0370251938563073,12.528372128235908,0.32786885245901637,0.02003939806657544,-0.03141986497922835,0.031933271111809984,0.01602386164416619,-0.016574154477831806,-0.1427124753489859,0.0033863579819351,0.20822520350444804,-0.20145248754057785,-0.015202810479833047,0.021975526443703246,0.0005776283441243543,0.03483064600096687
FTSE (ewmac),,-0.2697145640413553,-0.26469922360305237,-0.3787205405787398,3.510603953481389,-0.5247385376119205,-0.340679186195194,-34.61073405832774,1.4168564698545745,0.2782488360851165,48.98550724637681,0.32682951443272557,-382.39217931267063,0.20270270270270271,0.22114726220361713,-0.049259553147562585,0.044986591834020116,0.027664230093071257,-0.0447307709399188,-10.564303512191369,-0.04485807882040305,5.194074361024221,-5.283790518665027,-0.5221712068168116,0.43245504917600547,0.0007693034682398924,0.5367042643753308
FTSE (trend_breakout),-1.0,-1.0764962410230052,-0.17877624001644535,-0.22306427860627043,1.7260786227270164,-0.01802178856959195,-0.018337576822792728,10.108843142562511,1.0764962410230052,0.25060196982123684,43.294117647058826,0.26748311828710963,-613.8619902881958,0.24242424242424243,0.10873273283525157,-0.04465911485799865,0.03850357468002375,0.028809064936528583,-0.030074412926893394,-2.3499665367116362,-0.03226050916801556,0.3719876442557278,-0.43650866259175886,-0.06024132827978734,-0.004279690056243773,0.0007647477008688434,-0.12615341370700825
NASDAQ (ewmac),-0.06115571704706757,0.6556951771171875,-0.0004582131228104321,-0.06092058294326618,0.3638216753822706,0.012376534603954903,0.012637884788459154,-1.1882231390448463,0.7335749619196323,0.16430441828078104,29.444444444444443,0.9800689462848446,-8.302233847167999,0.3,0.022918611300865675,-0.03607183917949397,0.03440538197436693,0.015119043809193034,-0.01731897594745887,-0.2239862932377622,0.000701510864940036,0.21109539685424347,-0.20969237512436342,-0.018493183635724178,0.01989620536560425,0.00104037964842027,0.09290010698071777
NASDAQ (trend_breakout),-0.04728919894587513,0.6490481864062501,0.013202870086993923,-0.047106034473415756,0.34939872093861707,0.04064347677054588,0.04126707216812226,-1.4871312435820616,0.7599286313778659,0.16563420427036876,26.669565217391305,1.141395447069376,57.55480563715724,0.30612244897959184,0.022010050571610408,-0.035140135719637866,0.03301949948403737,0.01522878770433608,-0.016812925628962964,-0.2794745459516703,0.002440282080126031,0.21030266551919138,-0.20542210135893932,-0.0165139663152676,0.021394530475519667,0.0011473142544033601,0.06788293412668014
DJ30 (ewmac),-0.1081649970121158,-0.27849107484375,0.002971548164505444,-0.10775977782649473,12.94692986609037,0.25550124389956624,4.374292156863704,61.10409244734244,0.9986171810390625,0.2195020232786983,28.878504672897197,0.9755426644455032,-14.27127683053528,0.2127659574468085,0.8155799206540452,-0.040937852067413016,0.04103665746387403,0.06230214430748629,-0.025059123765440228,-0.9674339078428859,-0.003043217012701632,0.2618105355477445,-0.26789696957314774,-0.027216250743123428,0.021129816717720164,0.0003931947379475967,-0.09316393130828976
DJ30 (trend_breakout),-0.07232283363709813,-0.182804268046875,0.010782571203750597,-0.07204643490936355,0.42107454162492486,0.037916873522478065,0.03630372019156242,-1.05842780397746,0.8232585853498575,0.21183503608659646,27.309734513274336,1.0170063186573153,8.924224351562462,0.28,0.02652520287047777,-0.04204597121618045,0.03814147869247603,0.02001491660054862,-0.021728926693628206,-0.3197719406923938,0.0014901849948615075,0.25899315955679547,-0.2560127895670724,-0.02200958613614936,0.024989956125872376,0.00038801411232378347,0.03211143950714335
NG (ewmac),-1.0,-20.60375883557276,-7.506369468504908,6.730311487294515,17.62627166354934,0.25816549880340167,0.25963680899449254,29.01439156346084,21.846045094390814,7.736810870087948,333.2,0.0,-16768.22752754668,0.0,1.1103507467384834,-0.01819139053774532,0.05402660241991855,0.0571315583697046,-0.09147257588402052,-29.46167562410563,0.22182016189043408,63.07887817567811,-62.635237851897244,-5.62414419167256,6.067784515453429,0.8875687593368131,-0.457264930720356
NG (trend_breakout),-1.0,-9.68368120220332,3.2935033784570975,6.291533346038197,2.4900856057161467,0.6910196708129382,0.3998593644910556,-6.658879269284859,19.801966507131745,6.649048067238775,313.5,0.0,-15611.122157718846,0.0,0.15686064895206095,-0.012083047670799207,0.05520777196836497,0.02658898900749794,-0.05388331165420452,-4.2452442531995995,0.1540224350730796,6.000350181685117,-5.692305311538958,-0.38969654908431356,0.6977414192304727,0.8105963774584477,-0.7119641913436271
Portfolio,,-22.581843375821826,0.22697922169479484,0.08714490889569311,2.1674433264223967,-0.006144823126991372,-0.00426668781585942,-30.068604817999702,21.05025740422753,9.245388090070657,318.6666666666667,0.3478478665139415,-592.24151401669,0.3475865687303253,0.13653609577476794,-0.014745273441233553,0.017400085797245807,0.008644692817769462,-0.015395791990173905,-7.1488294568261725,0.012814142377387183,3.4139259581937025,-3.388297673438928,-0.28217781879616705,0.30780610355094146,,
